race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,rank,agari,finish_type,margin,win_lose,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m
2420260401010002,utsunomiya,2026-04-01,2,◎1 ○3 ▲7 ×2 △4 注5,"4-1  1,200円(6)","4-1-3  4,010円(16)",1=3=4  340円(1),4,山口 貴弘  栃,木,48,84,A2,追,3.92,82.9,1,14.9,差,,,,,,,,,
2420260401010002,utsunomiya,2026-04-01,2,◎1 ○3 ▲7 ×2 △4 注5,"4-1  1,200円(6)","4-1-3  4,010円(16)",1=3=4  340円(1),5,高橋 健太  静,岡,48,80,A2,追,3.92,81.38,4,14.9,,１/２車身,,,,,,,,
2420260401010002,utsunomiya,2026-04-01,2,◎1 ○3 ▲7 ×2 △4 注5,"4-1  1,200円(6)","4-1-3  4,010円(16)",1=3=4  340円(1),6,山本 淳,神奈川,50,94,A2,両,3.92,78.38,5,14.9,,１車身,,,,,,,,
2420260401010002,utsunomiya,2026-04-01,2,◎1 ○3 ▲7 ×2 △4 注5,"4-1  1,200円(6)","4-1-3  4,010円(16)",1=3=4  340円(1),7,大竹 慎吾  大,分,60,55,A2,追,3.92,78.22,6,15.3,,タイヤ差,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",1,長松 大祐  大,分,27,121,A1,逃,3.92,87.57,6,14.9,,１/８車輪,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",2,守安 政雄  岡,山,47,94,A2,追,3.92,86.57,2,14.4,差,３/４車身,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",3,田中 孝彦  静,岡,39,91,A1,追,3.92,85.66,1,14.5,捲,,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",4,新井 剛央  埼,玉,47,86,A2,追,3.92,82.22,5,15.1,,３/４車輪,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",5,赤井 学  千,葉,52,77,A2,追,3.92,82.11,4,14.8,,３車身,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",6,戸塚 涼介  埼,玉,32,111,A2,逃,3.92,80.66,3,14.8,,１/８車輪,,,,,,,,
2420260401010003,utsunomiya,2026-04-01,3,◎1 ○2 ▲7 ×3 注5 △6,"3-2  2,060円(5)","3-2-6  22,780円(58)","2=3=6  4,820円(13)",7,米澤 大輔  徳,島,51,73,A2,追,3.93,78.83,7,17.2,,大差,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",1,本多 哲也  千,葉,37,97,A1,両,3.92,89.08,1,14.6,差,,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",2,添田 龍児,神奈川,25,121,A1,逃,3.92,86.66,2,14.7,捲,１/２車身,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",3,中曽 直彦  千,葉,53,74,A1,追,3.92,84.04,4,14.6,,３/４車身,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",4,長沼 謙太  東,京,36,99,A1,追,3.92,84.0,7,15.1,,３/４車身,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",5,小玉 勇一  埼,玉,31,113,A1,両,3.92,82.12,3,15.1,,３/４車輪,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",6,片折 勇輝  福,岡,41,95,A2,両,3.92,82.0,5,14.8,,３/４車身,,,,,,,,
2420260401010004,utsunomiya,2026-04-01,4,○2 ◎1 △3 ×5 注4 ▲6,1-2  280円(1),"1-2-5  3,020円(7)","1=2=5  1,360円(3)",7,吉成 貴博  熊,本,37,97,A2,追,3.83,80.12,6,14.7,,１車輪,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),1,石田 典大  東,京,28,123,A2,逃,3.93,90.14,1,14.6,逃,,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),2,星野 辰也  栃,木,40,95,A1,追,3.92,86.57,2,14.5,ク,タイヤ差,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),3,榊原 洋  岡,山,47,85,A2,追,3.92,84.73,7,14.7,,４車身,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),4,小川 祐司  愛,媛,43,96,A2,両,3.92,83.7,4,14.3,,３/４車身,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),5,平山 優太  福,島,26,119,A2,両,3.92,83.3,3,14.4,,１車身１/２,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),6,坂本 昌宏  青,森,41,91,A2,追,3.92,80.95,5,14.4,,３/４車身,,,,,,,,
2420260401010005,utsunomiya,2026-04-01,5,◎1 ○2 ▲7 注4 ×3 △5,1-2  220円(1),"1-2-5  1,100円(4)",1=2=5  490円(3),7,篠崎 高志  栃,木,53,72,A2,追,3.92,76.82,6,14.9,,２車身,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),1,細中 翔太  岡,山,26,125,A2,逃,3.92,91.45,1,15.2,逃,,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),2,作田 悦章  徳,島,43,92,A1,追,3.92,87.07,2,15.2,ク,３/４車身,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),3,小笠原 昭太  青,森,50,76,A1,追,3.92,86.0,4,15.0,,３/４車身,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),4,菊池 翔  福,島,31,119,A1,逃,3.92,84.38,5,15.4,,１車身１/２,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),5,楢原 由将  福,岡,38,94,A2,両,3.92,82.0,3,15.2,,１車身,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),6,小島 雅章  埼,玉,50,83,A2,追,3.92,80.57,6,15.5,,３車身,,,,,,,,
2420260401010006,utsunomiya,2026-04-01,6,◎1 ○2 ▲5 ×4 △3 注7,1-2  150円(1),1-2-5  290円(1),1=2=5  210円(1),7,小川 辰徳  埼,玉,38,100,A2,両,3.92,75.83,7,15.7,,１/２車身,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,1,片桐 善也  新,潟,31,117,A1,逃,3.92,93.0,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,2,山本 浩成  福,岡,27,119,A1,逃,3.92,92.72,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,3,高橋 広大  埼,玉,38,99,A1,追,3.92,92.41,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,4,大崎 飛雄馬  愛,媛,47,88,A1,追,3.92,91.5,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,5,柳谷 崇  岡,山,47,87,A1,追,3.92,91.09,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,6,高本 和也,神奈川,29,121,A1,逃,3.92,91.08,,,,,,,,,,,,
2420260401010007,utsunomiya,2026-04-01,7,×2 △4 ◎5 ○1 注3 ▲6,,,,7,稲葉 一真  静,岡,36,100,A1,追,3.92,90.42,,,,,,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",1,松澤 敬輔,北海道,38,97,A2,両,3.92,89.0,4,12.0,,１/２車輪,前だけ強襲,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",2,武田 憲祐,神奈川,42,93,A1,追,3.93,86.54,7,12.3,,２車身,根藤と共倒,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",3,内山 慧大  福,井,24,123,A1,逃,3.92,87.52,1,12.4,逃,,ＨＳカマシ,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",4,相笠 翔太  福,島,36,96,A2,両,3.92,83.5,2,12.0,差,１車輪,最後外強襲,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",5,長野 和弘  福,岡,49,82,A2,追,3.92,82.84,5,12.0,,１車身,前にはぐれ,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",6,河村 章憲  京,都,48,83,A2,追,3.92,82.33,3,12.4,,３/４車輪,前続き一杯,,,,,,,
2720260401010001,keiokaku,2026-04-01,1,▲7 注2 △4 ×1 ◎3 ○6,"3-4  1,310円(6)","3-4-6  7,550円(25)","3=4=6  2,240円(10)",7,根藤 浩二  千,葉,39,95,A2,両,3.93,85.6,6,12.1,,３車身,６番手拙走,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),1,岸川 哲也  大,阪,40,105,A2,両,3.92,85.04,5,12.1,,３/４車身,捲り張られ,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),2,今井 希  埼,玉,25,125,A2,逃,3.92,90.61,2,12.2,逃,１/２車身,カマすも裸,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),3,市本 隆司  広,島,54,72,A2,両,3.93,87.56,1,11.8,差,,脚溜中割り,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),4,相樂 修  千,葉,52,78,A2,両,3.85,79.83,6,11.9,,１車輪,今井に離れ,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),5,中川 貴史  三,重,49,79,A2,追,3.92,83.57,3,11.8,,１/２車身,前不発も伸,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),6,小宮 剛  東,京,49,82,A2,追,3.92,76.18,欠,,,,当日欠場,,,,,,,
2720260401010002,keiokaku,2026-04-01,2,◎2 ▲6 ×1 △5 注7 ○3,"3-2  1,370円(7)","3-2-5  7,410円(27)",2=3=5  970円(4),7,下野 義城  愛,媛,29,115,A2,逃,3.92,81.47,4,12.2,,１/４車輪,突張り嵌る,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",1,大瀬戸 潤一郎  広,島,44,95,A1,追,3.92,85.56,6,11.8,,３/４車輪,先手乗るも,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",2,志田 愛希飛  富,山,23,125,A2,逃,3.92,91.83,1,12.2,逃,,カマシ千切,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",3,梶原 大地  福,岡,28,119,A2,逃,3.92,86.78,3,12.2,,３/４車身,叩かれ番手,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",4,板崎 佑矢  愛,媛,37,101,A1,両,3.93,83.04,5,11.7,,１車輪,大瀬戸一緒,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",5,上田 隼  岐,阜,36,97,A1,追,3.92,84.66,4,12.0,,１/２車身,前に千切れ,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",6,一ノ瀬 貴将  大,阪,39,98,A1,両,3.92,81.19,7,12.0,,３車身,前離れ一緒,,,,,,,
2720260401010003,keiokaku,2026-04-01,3,◎2 ○5 注6 ▲1 ×4 △3,"2-7  2,290円(7)","2-7-3  5,700円(15)","2=3=7  1,010円(5)",7,井上 将志  福,岡,39,98,A2,両,3.92,83.18,2,12.0,差,１車身１/２,前続き差す,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",1,長谷川 飛向  東,京,29,121,A1,逃,3.92,88.31,4,12.6,,１/４車輪,突張り失速,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",2,國武 耕二  佐,賀,56,66,A2,追,3.92,83.33,3,12.2,,タイヤ差,前不発も伸,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",3,橋本 紀彰  茨,城,45,90,A2,追,3.92,83.0,2,12.3,ク,タイヤ差,最後外迫る,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",4,一ノ瀬 匠  佐,賀,38,92,A1,逃,3.93,86.96,7,12.5,,３/４車身,突っ張られ,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",5,萱島 大介  大,分,46,99,A1,追,3.93,83.06,6,12.3,,１/２車身,ライン共倒,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",6,及川 裕奨  岩,手,44,86,A2,追,3.92,77.55,5,12.3,,３/４車身,単騎で中団,,,,,,,
2720260401010004,keiokaku,2026-04-01,4,◎1 ○7 注3 ×4 △2 ▲5,"7-3  1,930円(8)","7-3-2  12,310円(37)","2=3=7  4,270円(10)",7,根本 雄紀  茨,城,48,80,A1,追,3.92,86.37,1,12.4,差,,番手有利に,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),1,山中 秀将  千,葉,39,95,A1,逃,3.92,90.14,5,11.8,,１車身,仕掛け逸し,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),2,矢部 駿人  岡,山,27,121,A1,逃,3.92,91.71,3,12.2,,３/４車身,赤板押さえ,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),3,三澤 康人  宮,城,41,91,A1,追,3.92,92.0,4,12.1,,１/２車身,佐々木一緒,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),4,中田 健太  埼,玉,35,99,A1,追,3.85,95.14,2,11.7,差,１車輪,切替中踏み,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),5,竹澤 浩司  富,山,44,90,A1,両,3.92,88.91,6,11.7,,１車身１/２,単騎最後方,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),6,佐々木 吉徳  秋,田,38,100,A1,逃,3.92,88.7,7,12.5,,３/４車身,捲り進まず,,,,,,,
2720260401010005,keiokaku,2026-04-01,5,○2 ◎7 ×4 △1 注6 ▲3,7-4  980円(4),"7-4-2  1,910円(3)",2=4=7  380円(1),7,青井 賢治  徳,島,49,81,A1,追,3.92,91.5,1,11.9,差,,仕事し勝つ,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",1,山内 卓也  愛,知,49,77,S2,追,3.92,100.63,5,11.9,,１/４車輪,纐纈に続き,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",2,杉本 正隆  茨,城,40,96,S2,追,3.92,104.48,1,12.0,差,,番手有利に,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",3,瓜生 崇智  熊,本,31,109,S2,追,3.92,104.03,4,11.7,,１/２車輪,橋本宇一緒,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",4,五十嵐 力,神奈川,47,87,S2,追,3.92,97.91,6,12.0,,３/４車輪,絡まれ後退,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",5,纐纈 洸翔  愛,知,23,121,S1,両,3.92,103.33,3,12.0,,１/４車輪,捲れず追上,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",6,橋本 宇宙  佐,賀,26,123,S2,逃,3.92,96.29,7,12.3,,４車身,車下げ不発,,,,,,,
2720260401010006,keiokaku,2026-04-01,6,注6 ×3 ▲5 ○1 ◎7 △2,2-7  930円(5),"2-7-5  5,380円(19)","2=5=7  1,140円(6)",7,木村 弘  青,森,34,100,S1,逃,3.92,99.5,2,12.2,逃,１/８車輪,併せ逃残る,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",1,染谷 幸喜  千,葉,37,111,S2,逃,3.92,101.07,7,13.4,,６車身,カマシ不発,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",2,高久保 雄介  京,都,39,100,S1,両,3.92,99.96,2,11.9,差,２車身,前離れ立直,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",3,福田 滉  栃,木,26,115,S2,追,3.92,98.8,3,12.3,,３車身,前捨て乗換,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",4,木村 幸希  広,島,33,109,S2,両,3.92,95.37,4,12.1,,１/２車身,単騎最後方,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",5,石塚 輪太郎,和歌山,32,105,S1,逃,3.92,104.3,1,11.9,捲,,捌きＢ捲る,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",6,小林 稜武  栃,木,32,113,S2,逃,3.92,94.73,6,13.0,,５車身,◎捲られて,,,,,,,
2720260401010007,keiokaku,2026-04-01,7,△1 ×7 ◎5 ○2 ▲4 注6,5-2  350円(1),"5-2-3  2,500円(9)","2=3=5  1,010円(4)",7,中村 浩士  千,葉,48,79,S1,追,3.85,100.0,5,12.2,,１/２車輪,染谷と共倒,,,,,,,
2720260401010008,keiokaku,2026-04-01,8,△7 注2 ▲6 ×4 ◎3 ○5,"7-3  2,750円(9)","7-3-5  6,070円(21)",3=5=7  630円(2),1,朝倉 佳弘  東,京,45,90,S1,追,3.93,99.43,5,12.7,,３車身,捌かれ後退,,,,,,,
2720260401010008,keiokaku,2026-04-01,8,△7 注2 ▲6 ×4 ◎3 ○5,"7-3  2,750円(9)","7-3-5  6,070円(21)",3=5=7  630円(2),2,西岡 正一,和歌山,48,84,S2,追,3.92,98.4,4,12.4,,３/４車輪,１着マーク,,,,,,,
